Ext1Desc,GenericExt1Color,DivisionName,subDivisionName,modelname
Pyrite Brown Metallic,Brown,BMW,BMW,X6 M
Pyrite Mica,Brown,Toyota,Toyota Trucks,Sequoia
Quartz Blue Metallic,Blue,Mercedes-Benz,Mercedes-Benz,E-Class
Quartz Blue Pearl,Blue,Subaru,Subaru,Impreza
Quartz Blue Pearl,Blue,Subaru,Subaru,XV Crosstrek
Quartz Gray Metallic,Gray,Audi,Audi,Q7
Quartz Grey Metallic,Gray,Ram,Ram Passenger Vans,ProMaster City Wagon
Quartz Metallic,Gold,Maserati,Maserati,Coupe
Quartz Metallic,Gray,Jaguar,Jaguar,XK Series
Quartzite Metallic,Gray,Bentley,Bentley,Continental Flying Spur
Quicksilver (Met),Silver,GMC,GMC Utility Vehicles,Jimmy
Quicksilver Metallic,Silver,GMC,GMC Utility Vehicles,Terrain
Race Red,Red,Ford,Ford Chassis-Cabs,Super Duty F-350 SRW
Radiant Ruby,Red,Kia,Kia,Spectra
Radiant Silver,Silver,Cadillac,Cadillac Cars,XLR
Radiant Silver Metallic,Silver,Cadillac,Cadillac Trucks,SRX
Radiant Silver Metallic,Silver,Hyundai,Hyundai,Elantra
Radiant Silver Metallic,Silver,Hyundai,Hyundai,Sonata
Rain Forest Green,Green,Saturn,Saturn,Ion
Razor Blue Metallic,Blue,Mazda,Mazda Trucks/Wgn,MPV
Red,Red,GMC,GMC Pickups,Sierra 3500
Red,Red,Volvo,Volvo,C70
Red (Met),Red,Oldsmobile,Oldsmobile,Intrigue
Red Brawn Pearl,Red,Nissan,Nissan Trucks/Vans,Pathfinder
Red Brick Pearl,Red,Nissan,Nissan Cars,Sentra
Red E,Red,Cadillac,Cadillac Trucks,Escalade EXT
Red Jewel Tintcoat,Red,Chevrolet,Chevy Cars,Monte Carlo
Red Jewel Tintcoat,Red,GMC,GMC Utility Vehicles,Acadia
Red Lion,Red,Aston Martin,Aston Martin,Rapide S
Red Metallic,Red,smart,smart,fortwo
Red Mugello,Red,Ferrari,Ferrari,612 Scaglietti
Red Obsession Tintcoat,Red,Cadillac,Cadillac Cars,ATS
Red Pearl,Red,Suzuki,Suzuki,Aerio
Red Pearlcoat,Red,Dodge,Dodge Passenger Vans,Grand Caravan
Red Ruby Metallic Tintcoat,Red,Ford,Ford Cars,Edge
Redfire,Red,Mazda,Mazda Trucks/Wgn,B-Series 2WD Truck
Redfire Metallic,Maroon,Ford,Ford Cars,Five Hundred
Light Pine Green (CC/Met),Green,Ford,Ford Cars,Escort
Light Prairie Tan (CC/Met),Tan,Lincoln,Lincoln,Town Car
Light Prairie Tan (CC/Met),Tan,Mercury,Mercury,Mystique
Light Prairie Tan (Met),Tan,Mazda,Mazda Trucks/Wgn,B-Series 2WD Truck
Light Sandstone Metallic,Gold,Dodge,Dodge Cargo Vans,Grand Caravan C/V
Light Sandstone Metallic,Gold,Jeep,Jeep Utility Vehicles,Compass
Light Sapphire Over Dark Sapphire Duo-Tone,Blue,Bentley,Bentley,Continental Flying Spur
Light Silver Metallic,Silver,Audi,Audi,A8
Light Silver Metallic,Silver,Mazda,Mazda Trucks/Wgn,Tribute
Light Stellar Blue (Met),Blue,GMC,GMC Pickups,Sierra 2500
Light Tan Metallic,Tan,Ford,Ford Cars,Contour
Light White,White,MINI,MINI,Cooper Paceman
Light Windsor Blue Metallic,Blue,Bentley,Bentley,Continental GT V8 S
Light Windsor Blue Metallic,Blue,Bentley,Bentley,Continental Supersports
Lightning Silver,Silver,Aston Martin,Aston Martin,Rapide
Linen Gold Metallic,Gold,Chrysler,Chrysler Cars,Sebring Conv
Linen Gold Metallic,Gold,Dodge,Dodge Passenger Vans,Caravan
Linen Gold Metallic Pearl,Gold,Chrysler,Chrysler Passenger Vans,Town & Country LWB
Liquid Mercury,Gray,Bentley,Bentley,Continental GT V8
Liquid Platinum,Silver,Lexus,Lexus,LS 600h L
Liquid Silver Metallic,Silver,GMC,GMC Utility Vehicles,Acadia
Liquid Silver Metallic,Silver,Jaguar,Jaguar,XF
Loire Blue Metallic,Blue,Jaguar,Jaguar,F-PACE
Lunar Gold Metallic,Gold,Volvo,Volvo,XC90
Lunar Mist Metallic,Silver,Toyota,Toyota Cars,Camry
Lunar White,White,Aston Martin,Aston Martin,DB11
Luxe Silver Metallic,Gray,Lincoln,Lincoln,MKC
Lynx Yellow,Yellow,Saab,Saab,3-Sep
Machine Gray Metallic,Gray,Mazda,Mazda Cars,Mazda3 4-Door
Madagascar Orange,Orange,Aston Martin,Aston Martin,DBS
Magma Red,Red,Nissan,Nissan Cars,370Z
Magnetic,Gray,Ford,Ford Medium-Duty Chassis,Super Duty F-750 Tractor
Magnetic,Gray,Ford,Ford Utility Vehicles,Expedition
Magnetic Black,Black,Nissan,Nissan Cars,370Z Coupe
Magnetic Black Metallic,Black,Nissan,Nissan Trucks/Vans,Murano
Magnetic Gray Metallic,Gray,Pontiac,Pontiac,G8
Magnetic Gray Metallic,Gray,Toyota,Toyota Cars,Yaris
Magnetic Grey Metallic,Gray,Lincoln,Lincoln,MKX
Magnetic Metallic,Gray,Ford,Ford Cars,Edge
Magnetic Metallic,Gray,Ford,Ford Utility Vehicles,Expedition Max
Magnetic Red II Metallic,Red,Chevrolet,Chevy Cars,Corvette
Magnetite Black Metallic,Black,Mercedes-Benz,Mercedes-Benz,C-Class
Malbec Black,Black,INFINITI,INFINITI,M56
Malbec Black Metallic,Black,INFINITI,INFINITI,Q60 Convertible
Malbec Black Pearl,Black,INFINITI,INFINITI,FX37
Manhattan Beige Pearl,Tan,Mitsubishi,Mitsubishi Cars,Diamante
Marine Blue Pearl,Blue,Chrysler,Chrysler Passenger Vans,Town & Country SWB
Martinique Green Pearl,Green,Mitsubishi,Mitsubishi Cars,Diamante
Matador Red,Red,Nissan,Nissan Trucks/Vans,NV
Matador Red Mica,Red,Lexus,Lexus,ES
Matador Red Mica,Red,Lexus,Lexus,HS 250h
Matte Grey Metallic,Gray,Hyundai,Hyundai,Veloster
Maui Blue,Teal,Chevrolet,Chevy Cars,Aveo
Maximum Steel Metallic,Gray,Ram,Ram Cab-Chassis,3500 Chassis
Maximum Steel Metallic,Silver,Ram,Ram Pickups,3500
Maya Gold,Tan,Land Rover,Land Rover,Range Rover Sport
McLaren Orange,Orange,McLaren,McLaren,570GT
Med Charcoal Green Metallic,Green,Lincoln,Lincoln,LS
Med Charcoal Grey Metallic,Gray,Chevrolet,Chevy Passenger Vans,Astro Passenger
Med Lichen Green (Met),Green,Chevrolet,Chevy Cars,Lumina Police/Taxi Pkgs
Med Wedgewood Blue Metallic,Blue,Ford,Ford Utility Vehicles,Expedition
Medium Adriatic Blue (Met),Blue,GMC,GMC Passenger Vans,Savana Passenger
Medium Blue,Blue,Chevrolet,Chevy T-Series,CF6B042
Medium Blue Metallic,Blue,GMC,GMC C-Series,TC6H042
Medium Blue-Green Metallic,Teal,Chevrolet,Chevy Passenger Vans,Express Van
Medium Cadet Blue Metallic,Blue,Chevrolet,Chevy Passenger Vans,Astro Passenger
Medium Charcoal Gray Met,Gray,Chevrolet,Chevy Utility Vehicles,Tahoe
Medium Charcoal Gray Met,Gray,Chevrolet,Chevy Utility Vehicles,Tahoe Police Special
Medium Charcoal Gray Metalli,Gray,GMC,GMC Passenger Vans,Safari Passenger
Medium Gray Metallic,Gray,Chevrolet,Chevy Cars,Malibu
Medium Green Gray Metallic,Green,Chevrolet,Chevy Specialty Vehicles,Express Cutaway
Medium Green Metallic,Green,Pontiac,Pontiac,Firefly
Medium Green Pearl,Green,Chevrolet,Chevy Cars,Impala Police/Taxi Pkgs
Medium Green-Blue Metallic,Teal,Pontiac,Pontiac,Grand Am
Medium Mystique Beige (Met),Gold,Chevrolet,Chevy Pickups,S-10
Medium Mystique Beige Met,Gold,Chevrolet,Chevy Pickups,S-10
Medium Pearl Green Metallic,Green,Chevrolet,Chevy Kodiak C-Series,CC6500
Medium Red Metallic,Red,Buick,Buick,Rainier
Medium Red Pearl,Red,Buick,Buick,Park Avenue
Medium Royal Blue (Met),Blue,Chevrolet,Chevy Chassis-Cabs,C/K 3500 Crew Cab
Medium Royal Blue Metallic,Blue,Ford,Ford Passenger Vans,Windstar Wagon
Medium Spiral Gray Metallic,Gray,Chevrolet,Chevy Cars,Corvette
Medium Suede (Met),Tan,GMC,GMC Specialty Vehicles,G Savana Special
Medium Sunset Gold Metallic,Gold,Chevrolet,Chevy Pickups,Silverado 1500
Medium Sunset Gold Metallic,Gold,Chevrolet,Chevy Utility Vehicles,New Tahoe
Melting Silver Metallic,Silver,MINI,MINI,Cooper Convertible
Mercury Gray Pearl,Gray,Mitsubishi,Mitsubishi Cars,Lancer Sportback
Mercury Gray Pearl,Gray,Mitsubishi,Mitsubishi Trucks,Outlander
Mercury Metallic,Silver,Lexus,Lexus,GS 300
Mercury Metallic,Silver,Lexus,Lexus,GS 430
Meridian Metallic,Silver,Porsche,Porsche,Boxster
Metal Bronze,Tan,Kia,Kia Utility Vehicles,Sorento
Metal Bronze Metallic,Copper,Kia,Kia,Magentis
Flame Red,Red,Ram,Ram Cab-Chassis,3500 Chassis
Flame Red (CC),Red,Jeep,Jeep Utility Vehicles,Wrangler
Flame Red (CC),Red,Plymouth,Plymouth Passenger Van,Voyager
Flame Red Clearcoat,Red,Ram,Ram Pickups,1500
Flamenco Red Metallic,Red,Volvo,Volvo,C30
Florett Silver Metallic,Silver,Audi,Audi,S7
Florett Silver Metallic/Red Roof,Silver,Audi,Audi,S5 Cabriolet
Forest Green,Green,Saturn,Saturn,Sky
Forest Green (Met),Green,Porsche,Porsche,911 Carrera 4
Forest Green (PC),Green,Chrysler,Chrysler,Concorde
Forest Green Metallic,Green,Chevrolet,Chevy Pickups,S-10
Forest Green Metallic,Green,Chevrolet,Chevy Pickups,Silverado 2500
Forest Green Metallic,Green,Ford,Ford Passenger Vans,Econoline Wagon
Forest Green Pearl,Green,Dodge,Dodge Pickups,Dakota
Formal Deep Blue,Blue,Kia,Kia Cars,K900
Fresh (Hydro Blue Met),Blue,Pontiac,Pontiac,Solstice
Fresh Powder,White,Nissan,Nissan Trucks/Vans,NV200 Compact Cargo
Frost Blue,Blue,Jaguar,Jaguar,XJ Series
Frosted Glass Metallic,Blue,Ford,Ford Cars,Focus
Frozen Dark Blue,Blue,BMW,BMW,M5
Frozen Dark Grey,Gray,BMW,BMW,M4
Frozen Grey,Gray,BMW,BMW,M6
Frozen Red,Red,BMW,BMW,M5
Frozen Silver Metallic,Silver,BMW,BMW,M5
Fusion Blue Metallic,Blue,Saab,Saab,3-Sep
Fusion Orange Metallic,Orange,Pontiac,Pontiac,Pursuit
Futura Yellow Metallic,Yellow,Volkswagen,Volkswagen,GTI
Galapagos Metallic,Black,Volkswagen,Volkswagen,Touareg
Galaxy,Black,Nissan,Nissan Trucks/Vans,Quest
Galaxy Black,Black,Hyundai,Hyundai,Entourage
Galaxy Gray Mica,Gray,Mazda,Mazda Trucks/Wgn,CX-9
Galaxy Grey Mica,Gray,Mazda,Mazda Cars,Mazda5
Galway Green Metallic,Green,Land Rover,Land Rover,Range Rover Evoque
Garnet Red,Red,Suzuki,Suzuki,Verona
Gazelle,Brown,Bentley,Bentley,Mulsanne
Gazelle Over Light Gazelle Duo-Tone,Tan,Bentley,Bentley,Mulsanne
Gecko Green Metallic,Green,Volvo,Volvo,V50
Geranium Red Metallic,Red,Hyundai,Hyundai,Elantra
Geranium Red Metallic,Red,Hyundai,Hyundai,Elantra GT
Ghibli Orange,Orange,Maserati,Maserati,GranSport
Giallo Granturismo,Yellow,Maserati,Maserati,GranTurismo Convertible
Giallo Modena,Yellow,Ferrari,Ferrari,575M Maranello
Giallo Modena,Yellow,Ferrari,Ferrari,FF
Giallo Spica/Nero Nemesis Matt,Gray,Lamborghini,Lamborghini,Aventador
Ginger Ale Metallic,Tan,Ford,Ford Utility Vehicles,Escape
Giverny Green,Green,Land Rover,Land Rover,Range Rover Sport
Glacial Blue 2,Blue,Aston Martin,Aston Martin,DB9
Glacier Blue,Blue,Bentley,Bentley,Continental GT
Glacier White Metallic,White,Audi,Audi,R8
Glacier White Metallic/Black Roof,White,Audi,Audi,TT Roadster
Gold Metallic,Gold,GMC,GMC Pickups,New Sierra 2500
Gold Metallic,Gold,GMC,GMC Pickups,Sierra 2500 Crew Cab
Gold Mist Metallic,Tan,Pontiac,Pontiac,G3 Wave
Golden Bronze Metallic,Gold,Ford,Ford Pickups,Super Duty F-450 DRW
Golden Pewter Metallic,Gold,Chevrolet,Chevy Cars,Malibu
Granada Black Metallic,Black,Daewoo,Daewoo,Leganza
Granada Black Pearl,Black,Honda,Honda,Civic del Sol
Granite Crystal Metallic,Gray,Chrysler,Chrysler Passenger Vans,Pacifica Hybrid
Granite Gray Metallic,Gray,Pontiac,Pontiac,Torrent
Granite Gray Metallic,Gray,Saab,Saab,5-Sep
Granite Green Metallic,Green,Acura,Acura,MDX
Graphite Blue Metallic,Blue,GMC,GMC Pickups,Sierra 3500HD
Graphite Blue Metallic,Blue,Nissan,Nissan Trucks/Vans,Titan
Graphite Metallic,Gray,Buick,Buick,Regal
Graphite Metallic,Gray,Cadillac,Cadillac Cars,XTS
Graphite Metallic,Gray,Dodge,Dodge Cargo Vans,Sprinter
Graphite Metallic,Gray,Dodge,Dodge Pickups,Ram 2500
Gray Flannel,Gray,Cadillac,Cadillac Cars,DTS
Gray Gun Metal Metallic,Gray,Ferrari,Ferrari,430
Gray Metallic,Gray,Chevrolet,Chevy Passenger Vans,Astro Passenger
Gray Sable,Gray,Suzuki,Suzuki,Sidekick
Gray Titanium,Gray,Ferrari,Ferrari,430
Graystone Metallic,Gray,Chevrolet,Chevy Pickups,Silverado 1500HD
Graystone Metallic,Gray,Chevrolet,Chevy Utility Vehicles,Tahoe Special Service
Graystone Metallic,Gray,Chevrolet,Chevy Utility Vehicles,TrailBlazer EXT
Graystone Metallic,Gray,GMC,GMC Passenger Vans,Savana Passenger
Graystone Metallic,Gray,GMC,GMC TopKick C-Series,TC8500 Tandem
Graystone Metallic,Gray,Isuzu,Isuzu H-Series,HXR
Green,Green,Ferrari,Ferrari,612 Scaglietti
Green (Met),Green,Oldsmobile,Oldsmobile,Cutlass
Green Apple,Green,Hyundai,Hyundai,Accent
Green Gem Metallic,Green,Ford,Ford Chassis-Cabs,Super Duty F-550 DRW
Green Gem Metallic,Green,Ford,Ford Passenger Vans,Transit Wagon
Green Gem Metallic,Green,Ford,Ford Pickups,Super Duty F-250 SRW
Green Silver (Met),Green,Saab,Saab,900
Grey Alfieri Metallic,Gray,Maserati,Maserati,Coupe
Grigio Alloy Metallic,Gray,Ferrari,Ferrari,488 Spider
Grigio Alloy Metallic,Gray,Ferrari,Ferrari,599
Grigio Ferro,Gray,Ferrari,Ferrari,488 GTB
Grigio Granito (Gray),Gray,Maserati,Maserati,GranTurismo
Grigio Granito (Gray),Gray,Maserati,Maserati,GranTurismo Convertible
Grigio Ingrid Metallic,Gray,Ferrari,Ferrari,California
Grigio Metallic,Gray,Acura,Acura,TSX
Grigio Nuvolari,Gray,Maserati,Maserati,GranTurismo Convertible
Grigio Scuro,Gray,Ferrari,Ferrari,488 Spider
Grigio Titanio Metallic,Gray,Ferrari,Ferrari,488 Spider
Grigio Touring (Gray),Gray,Maserati,Maserati,Quattroporte
GT Silver Metallic,Silver,Porsche,Porsche,718 Boxster
Gun Metal,Gray,Spyker,Spyker,C8 Aileron
Gun Metallic,Gray,Nissan,Nissan Cars,Versa Note
Gun Metallic,Gray,Nissan,Nissan Trucks/Vans,Frontier
Sterling Silver,Silver,Chevrolet,Chevy Cars,Camaro
Sterling Silver Metallic,Silver,Hyundai,Hyundai,XG350
Stone Gray Metallic,Gray,Mercedes-Benz,Mercedes-Benz,Sprinter Crew Vans
Stone Green Metallic,Green,Ford,Ford Utility Vehicles,Explorer Sport Trac
Stone Grey Metallic,Gray,Buick,Buick,Allure
Stone White,White,Dodge,Dodge Cars,Neon
Storm Black,Black,Aston Martin,Aston Martin,Vantage
Storm Blue,Blue,Nissan,Nissan Cars,Altima
Storm Front Gray,Gray,INFINITI,INFINITI,Q70h
Storm Gray (Met),Gray,GMC,GMC Pickups,Sierra 3500 Crew Cab
Storm Gray (Met),Gray,GMC,GMC Pickups,Sierra Classic 1500
Storm Gray Metallic,Gray,GMC,GMC Specialty Vehicles,Savana Special
Storm Gray Metallic,Silver,Nissan,Nissan Trucks/Vans,Frontier 4WD
Storm Grey Metallic,Gray,Buick,Buick,LaCrosse
Stratus Gray Metallic,Gray,Jaguar,Jaguar,XK
Stratus White,White,Aston Martin,Aston Martin,Vanquish
Sumatra Black Metallic,Black,Land Rover,Land Rover,Range Rover
Summer Rain Metallic,Green,Toyota,Toyota Cars,Prius c
Summer White,White,Isuzu,Isuzu H-Series,HXR Tandem
Summit Red,Red,GMC,GMC TopKick C-Series,TC5500
Summit White,White,Chevrolet,Chevy Pickups,Avalanche
Summit White,White,Chevrolet,Chevy Utility Vehicles,Traverse
Summit White,White,GMC,GMC C-Series,TC6500
Summit White,White,GMC,GMC Chassis-Cabs,New Sierra 2500
Summit White,White,GMC,GMC Pickups,Sierra 1500HD Classic
Summit White,White,GMC,GMC Utility Vehicles,Terrain
Summit White,White,GMC,GMC Utility Vehicles,Yukon XL
Summit White,White,GMC,GMC Utility Vehicles,Yukon XL Denali
Sunburst Gold Metallic,Gold,Bentley,Bentley,Continental GT
Sunburst Gold Metallic,Gold,Bentley,Bentley,Flying Spur
Sunburst Orange Pearl,Orange,Honda,Honda,Civic Cpe
Sunburst Orange Pearl,Orange,Jeep,Jeep Utility Vehicles,Compass
Sunburst Red Metallic,Red,Mazda,Mazda Trucks/Wgn,4WD B-Series Pickup
Sunburst Red Metallic,Red,Mazda,Mazda Trucks/Wgn,B-Series 4WD Truck
Sunlight Gold Opal,Gold,Subaru,Subaru,Impreza Wagon
Sunlight Silver,Silver,Mazda,Mazda Trucks/Wgn,Mazda5
Sunlight Silver Metallic,Silver,Mazda,Mazda Trucks/Wgn,MAZDA5
Sunset,Red,Bentley,Bentley,Brooklands
Sunset Gold Metallic,Gold,Chevrolet,Chevy Pickups,C/K 3500
Sunset Gold Metallic,Gold,Chevrolet,Chevy Utility Vehicles,Tahoe
Sunset Metallic,Orange,Ford,Ford Cars,Fusion
Sunset Orange Metallic,Orange,GMC,GMC Pickups,Sierra 2500HD
Sunset Orange Pearl,Orange,Jeep,Jeep Utility Vehicles,Wrangler
Super Black,Black,Nissan,Nissan Trucks/Vans,Murano
Super Silver Metallic,Silver,Nissan,Nissan Cars,GT-R
Super White,White,Toyota,Toyota Trucks,Highlander
Super White,White,Toyota,Toyota Trucks,T100
Superior Blue,Blue,HUMMER,HUMMER,H3
Surf Blue Pearl,Blue,Chrysler,Chrysler Cars,PT Cruiser
Suzuka Gray Metallic/Black Roof,Gray,Audi,Audi,RS 5
Suzuka Gray Metallic/Red Roof,Gray,Audi,Audi,R8
Taffeta White,White,Isuzu,Isuzu Utility Vehicles,Oasis
Tan,Tan,GMC,GMC T-Series,TF7B064
Tan,Tan,GMC,GMC T-Series,TT8500
Tan,Tan,GMC,GMC TopKick C-Series,TC7500
Tangerine Orange Pearl,Orange,Subaru,Subaru,Impreza Sedan WRX
Tangier Orange,Orange,Ford,Ford Medium-Duty Chassis,Super Duty F-750 Straight Frame
Tango Red Metallic,Red,Audi,Audi,R8
Tango Red Metallic,Red,Audi,Audi,TT Coupe
Tasman Green Metallic,Silver,BMW,BMW,X6
Taupe Frost Metallic,Brown,Chrysler,Chrysler,Cirrus
Taupe Grey Metallic,Gray,Chevrolet,Chevy Cars,Malibu
Teal Gray Metallic,Teal,Isuzu,Isuzu Pickups,i-290
Techno Blue Pearl,Blue,Volkswagen,Volkswagen,New Beetle
Tectonic Silver,Gray,Ford,Ford Cars,Fusion
Tempest Blue,Blue,Aston Martin,Aston Martin,Vantage
Tequila Sunrise Pearl,Gold,Ram,Ram Pickups,2500
Thulite Red Metallic,Red,Mercedes-Benz,Mercedes-Benz,SL-Class
Thunder Grey Metallic,Gray,Toyota,Toyota Trucks,Sequoia
Thunderbird Blue,Blue,Ford,Ford Cars,Thunderbird
Thundercloud Metallic,Silver,Lexus,Lexus,RX 330
Titanium,Gray,Jaguar,Jaguar,XJ
Titanium,Silver,Cadillac,Cadillac Cars,DTS
Titanium Gray,Gray,Ferrari,Ferrari,612 Scaglietti
Titanium Gray Metallic,Gray,Mazda,Mazda Cars,RX-8
Titanium Gray Metallic,Silver,BMW,BMW,7 Series
Titanium Grey,Gray,Mitsubishi,Mitsubishi Trucks,RVR
Titanium Grey Pearl,Gray,Volvo,Volvo,C30
Titanium Metallic,Silver,Nissan,Nissan Cars,Sentra
Titanium Pearl,Gold,Subaru,Subaru,Outback
Titanium Pearl,Silver,Subaru,Subaru,Legacy Sedan (Natl)
Titanium Silver,Silver,Kia,Kia Utility Vehicles,Sorento
Toasted Walnut Pearl,Brown,Toyota,Toyota Trucks,Highlander
Toffee,Brown,Nissan,Nissan Cars,cube
Topaz Blue Metallic,Blue,BMW,BMW,5 Series
Topaz Metallic,Tan,Jaguar,Jaguar,XJ Series
Topaz Metallic,Tan,Jaguar,Jaguar,XK Series
Toreador Red,Red,Ford,Ford Chassis-Cabs,Super Duty F-650
Toreador Red,Red,Mazda,Mazda Trucks/Wgn,B-Series 2WD Truck
Toreador Red (CC/Met),Red,Ford,Ford Cargo Vans,Econoline Cargo Van
Toreador Red (CC/Met),Red,Ford,Ford Cars,Crown Victoria Police Pkg
Toreador Red Metallic,Red,Ford,Ford Passenger Vans,Econoline Wagon
Toreador Red Metallic,Red,Ford,Ford Pickups,F-150 SuperCrew
Toreador Red Metallic,Red,GMC,GMC Chassis-Cabs,Sierra 3500
Tornado Red,Red,Volkswagen,Volkswagen,New Jetta
Tornado Red,Red,Volkswagen,Volkswagen,R32
Touring Grey,Gray,Maserati,Maserati,Quattroporte
Toxic Orange Pearl,Orange,Dodge,Dodge Cars,Challenger
Trofeo White Tri-Coat,White,Alfa Romeo,Alfa Romeo,Stelvio
True Blue Metallic,Blue,Ford,Ford Chassis-Cabs,Super Duty F-350 DRW
Phoenix Red,Red,Mitsubishi,Mitsubishi Cars,Eclipse
Plasma Blue Pearl,Blue,Subaru,Subaru,Impreza Sedan WRX
Plasma Blue Pearl,Blue,Subaru,Subaru,Impreza Wagon WRX
Platinum,Gray,Rolls-Royce,Rolls-Royce,Dawn
Platinum Dune Metallic Tri-Coat,Tan,Lincoln,Lincoln,MKT
Platinum Dune Metallic Tri-Coat,Tan,Lincoln,Lincoln,MKZ
Platinum Frost Metallic,Silver,Mazda,Mazda Trucks/Wgn,B-Series 2WD Truck
Platinum Graphite,Gray,INFINITI,INFINITI,M56
Platinum Graphite,Gray,Kia,Kia Cars,Optima Hybrid
Platinum Graphite,Gray,Kia,Kia Cars,Sedona
Platinum Graphite Metallic,Gray,Nissan,Nissan Cars,370Z
Platinum Gray,Gray,Volkswagen,Volkswagen,New Beetle
Platinum Gray Metallic,Gray,BMW,BMW,X5
Platinum Gray Metallic,Silver,Volkswagen,Volkswagen,Jetta Sedan
Platinum Green Metallic,Green,Volvo,Volvo,S80
Platinum Grey Metallic,Gray,Volkswagen,Volkswagen,Golf SportWagen
Platinum Ice,Silver,INFINITI,INFINITI,FX35
Platinum Metallic,Silver,Buick,Buick,Allure
Platinum Metallic,Silver,Buick,Buick,LaCrosse
Platinum Silver Met Pearl,Silver,Hyundai,Hyundai,Accent
Pocket Blue,Blue,Mercedes-Benz,Mercedes-Benz,Metris Cargo Van
Polar Silver Metallic,Silver,Mercedes-Benz,Mercedes-Benz,CLA-Class
Polar White,White,Mercedes-Benz,Mercedes-Benz,SL-Class
Polished Metal Metallic,Gray,Acura,Acura,MDX
Polished Pewter Metallic,Silver,Nissan,Nissan Trucks/Vans,Pathfinder
Polo Green Clear Coat,Green,Dodge,Dodge Cars,Avenger
Polo Green Metallic,Green,GMC,GMC Utility Vehicles,Envoy
Polo Green Metallic,Green,GMC,GMC Utility Vehicles,Jimmy
Polo Green Metallic,Green,GMC,GMC Utility Vehicles,Yukon
Polo Green Metallic,Green,Oldsmobile,Oldsmobile,Alero
Poppy Red,Red,Hyundai,Hyundai,Elantra
Pozzi Blue,Blue,Ferrari,Ferrari,430
Predawn Gray Mica,Gray,Toyota,Toyota Cars,Sienna
Predawn Gray Mica,Gray,Toyota,Toyota Trucks,Highlander Hybrid
Premium Silver Metallic,Silver,Suzuki,Suzuki,Kizashi
Previous Year Paint,Non-Color,Bentley,Bentley,Azure
Pueblo Gold Metallic,Gold,Ford,Ford Cars,Focus
Pueblo Gold Metallic,Gold,Ford,Ford Chassis-Cabs,Super Duty F-450 DRW
Pueblo Gold Metallic,Gold,Ford,Ford Utility Vehicles,Explorer
Pure Silver Metallic,Silver,GMC,GMC Pickups,Sierra 3500HD
Pure White,White,Volkswagen,Volkswagen,Golf Sportwagon
Pure White,White,Volkswagen,Volkswagen,Tiguan
Pure White,White,Volkswagen,Volkswagen,Touareg
Pure White/Black Roof,White,Volkswagen,Volkswagen,Beetle Convertible
Puro Bianco Perla (White Tri-Coat),White,FIAT,FIAT,124 Spider
Purple Metallic,Purple,Lamborghini,Lamborghini,Murcielago
Pyrite Brown Metallic,Brown,BMW,BMW,X5 M
Quartz,Gray,Jaguar,Jaguar,XK Series
Quartz Blue Pearl,Blue,Subaru,Subaru,Crosstrek
Quartz Metallic,Gray,Jaguar,Jaguar,X-TYPE
Quartz Metallic,Gray,Jaguar,Jaguar,XJ Series
Quartz Shadow Metallic,Black,Lexus,Lexus,GS 430
Quartzite Metallic,Gray,Jaguar,Jaguar,XF
Quicksilver,Silver,Cadillac,Cadillac Trucks,Escalade EXT
Quicksilver (Met),Silver,Chevrolet,Chevy Pickups,C/K 3500 Crew Cab
Quicksilver (Met),Silver,Subaru,Subaru,Legacy Sedan
Quicksilver Metallic,Silver,GMC,GMC Pickups,Sierra 1500
Race Red,Red,Ford,Ford Chassis-Cabs,Super Duty F-450 DRW
Race Red,Red,Ford,Ford Medium-Duty Chassis,Super Duty F-650 Straight Frame Gas
Racing Green,Green,Volkswagen,Volkswagen,Golf R
Racing Green Pearl,Green,Audi,Audi,A8
Racing Red,Red,Kia,Kia Cars,Forte 5-Door
Radiance,Maroon,Jaguar,Jaguar,XJ Series
Radiant Bronze,Brown,Cadillac,Cadillac Cars,CTS
Radiant Red,Red,Dodge,Dodge Pickups,Ram 1500
Radiant Silver,Silver,Cadillac,Cadillac Cars,CTS
Rain Forest Green,Green,Saturn,Saturn,VUE
Rainforest Pearl,Green,Toyota,Toyota Trucks,RAV4
Rally Yellow,Yellow,Chevrolet,Chevy Cars,Cavalier
Raven,Black,Scion,Scion Cars,FR-S
Raven,Black,Toyota,Toyota Cars,86
Red,Red,Ford,Ford Chassis-Cabs,Super Duty F-350 DRW
Red,Red,Ford,Ford Pickups,Super Duty F-350 SRW
Red,Red,GMC,GMC Utility Vehicles,Jimmy
Red,Red,Hyundai,Hyundai,Azera
Red,Red,Volvo,Volvo,S70
Red Brick,Red,Nissan,Nissan Trucks/Vans,Xterra
Red Candy Metallic Tint,Red,Lincoln,Lincoln,MKX
Red Corsa,Red,Ferrari,Ferrari,599 GTB Fiorano
Red Crystal Pearl,Red,Dodge,Dodge Passenger Vans,Caravan
Red Crystal Pearl,Red,Dodge,Dodge Passenger Vans,Grand Caravan
Red E,Maroon,Cadillac,Cadillac Trucks,Escalade
Red E,Red,Cadillac,Cadillac Trucks,Escalade ESV
Red Hot,Red,Chevrolet,Chevy Cars,Cruze Limited
Red Jewel Tintcoat,Red,Saturn,Saturn,Aura Hybrid
